-185.41,362.9,0,0,1,181,11
-185.41,362.9,0,16.2,1,182,11
-185.41,362.9,0,32.4,1,183,11
-185.41,362.9,0,48.6,1,184,11
-185.41,362.9,0,64.8,1,185,11
-185.41,362.9,0,81,1,186,11
-188.35,367.99,0,0,2,187,11
-188.35,367.99,0,16.2,2,188,11
-188.35,367.99,0,32.4,2,189,11
-188.35,367.99,0,48.6,2,190,11
-188.35,367.99,0,64.8,2,191,11
-188.35,367.99,0,81,2,192,11
-191.28,373.08,0,0,3,193,11
-191.28,373.08,0,16.2,3,194,11
-191.28,373.08,0,32.4,3,195,11
-191.28,373.08,0,48.6,3,196,11
-191.28,373.08,0,64.8,3,197,11
-191.28,373.08,0,81,3,198,11
-256.53,291.78,0,0,1,199,12
-256.53,291.78,0,16.2,1,200,12
-256.53,291.78,0,32.4,1,201,12
-256.53,291.78,0,48.6,1,202,12
-256.53,291.78,0,64.8,1,203,12
-256.53,291.78,0,81,1,204,12
-261.62,294.72,0,0,2,205,12
-261.62,294.72,0,16.2,2,206,12
-261.62,294.72,0,32.4,2,207,12
-261.62,294.72,0,48.6,2,208,12
-261.62,294.72,0,64.8,2,209,12
-261.62,294.72,0,81,2,210,12
-266.71,297.66,0,0,3,211,12
-266.71,297.66,0,16.2,3,212,12
-266.71,297.66,0,32.4,3,213,12
-266.71,297.66,0,48.6,3,214,12
-266.71,297.66,0,64.8,3,215,12
-266.71,297.66,0,81,3,216,12
-269.17,244.63,0,0,1,217,13
-269.17,244.63,0,16.2,1,218,13
-269.17,244.63,0,32.4,1,219,13
-269.17,244.63,0,48.6,1,220,13
-269.17,244.63,0,64.8,1,221,13
-269.17,244.63,0,81,1,222,13
-275.04,244.63,0,0,2,223,13
-275.04,244.63,0,16.2,2,224,13
-275.04,244.63,0,32.4,2,225,13
-275.04,244.63,0,48.6,2,226,13
-275.04,244.63,0,64.8,2,227,13
-275.04,244.63,0,81,2,228,13
-280.92,244.63,0,0,3,229,13
-280.92,244.63,0,16.2,3,230,13
-280.92,244.63,0,32.4,3,231,13
-280.92,244.63,0,48.6,3,232,13
-280.92,244.63,0,64.8,3,233,13
-280.92,244.63,0,81,3,234,13
-259.99,235.45,0,0,1,235,14
-259.99,235.45,0,16.2,1,236,14
-259.99,235.45,0,32.4,1,237,14
-259.99,235.45,0,48.6,1,238,14
-259.99,235.45,0,64.8,1,239,14
-259.99,235.45,0,81,1,240,14
-259.99,229.58,0,0,2,241,14
-259.99,229.58,0,16.2,2,242,14
-259.99,229.58,0,32.4,2,243,14
-259.99,229.58,0,48.6,2,244,14
-259.99,229.58,0,64.8,2,245,14
-259.99,229.58,0,81,2,246,14
-259.99,223.7,0,0,3,247,14
-259.99,223.7,0,16.2,3,248,14
-259.99,223.7,0,32.4,3,249,14
-259.99,223.7,0,48.6,3,250,14
-259.99,223.7,0,64.8,3,251,14
-259.99,223.7,0,81,3,252,14
-239.07,199.58,0,0,1,253,15
-239.07,199.58,0,16.2,1,254,15
-239.07,199.58,0,32.4,1,255,15
-239.07,199.58,0,48.6,1,256,15
-239.07,199.58,0,64.8,1,257,15
-239.07,199.58,0,81,1,258,15
-244.94,199.58,0,0,2,259,15
-244.94,199.58,0,16.2,2,260,15
-244.94,199.58,0,32.4,2,261,15
-244.94,199.58,0,48.6,2,262,15
-244.94,199.58,0,64.8,2,263,15
-244.94,199.58,0,81,2,264,15
-250.82,199.58,0,0,3,265,15
-250.82,199.58,0,16.2,3,266,15
-250.82,199.58,0,32.4,3,267,15
-250.82,199.58,0,48.6,3,268,15
-250.82,199.58,0,64.8,3,269,15
-250.82,199.58,0,81,3,270,15
-259.99,163.7,0,0,1,271,16
-259.99,163.7,0,16.2,1,272,16
-259.99,163.7,0,32.4,1,273,16
-259.99,163.7,0,48.6,1,274,16
-259.99,163.7,0,64.8,1,275,16
-259.99,163.7,0,81,1,276,16
-259.99,169.58,0,0,2,277,16
-259.99,169.58,0,16.2,2,278,16
-259.99,169.58,0,32.4,2,279,16
-259.99,169.58,0,48.6,2,280,16
-259.99,169.58,0,64.8,2,281,16
-259.99,169.58,0,81,2,282,16
-259.99,175.45,0,0,3,283,16
-259.99,175.45,0,16.2,3,284,16
-259.99,175.45,0,32.4,3,285,16
-259.99,175.45,0,48.6,3,286,16
-259.99,175.45,0,64.8,3,287,16
-259.99,175.45,0,81,3,288,16
-269.17,154.53,0,0,1,289,17
-269.17,154.53,0,16.2,1,290,17
-269.17,154.53,0,32.4,1,291,17
-269.17,154.53,0,48.6,1,292,17
-269.17,154.53,0,64.8,1,293,17
-269.17,154.53,0,81,1,294,17
-275.04,154.53,0,0,2,295,17
-275.04,154.53,0,16.2,2,296,17
-275.04,154.53,0,32.4,2,297,17
-275.04,154.53,0,48.6,2,298,17
-275.04,154.53,0,64.8,2,299,17
-275.04,154.53,0,81,2,300,17
-280.92,154.53,0,0,3,301,17
-280.92,154.53,0,16.2,3,302,17
-280.92,154.53,0,32.4,3,303,17
-280.92,154.53,0,48.6,3,304,17
-280.92,154.53,0,64.8,3,305,17
-280.92,154.53,0,81,3,306,17
3.5974e-16,5.875,0,0,1,307,18
3.5974e-16,5.875,0,16.2,1,308,18
3.5974e-16,5.875,0,32.4,1,309,18
3.5974e-16,5.875,0,48.6,1,310,18
3.5974e-16,5.875,0,64.8,1,311,18
3.5974e-16,5.875,0,81,1,312,18
0,0,0,0,2,313,18
0,0,0,16.2,2,314,18
0,0,0,32.4,2,315,18
0,0,0,48.6,2,316,18
0,0,0,64.8,2,317,18
0,0,0,81,2,318,18
-3.5974e-16,-5.875,0,0,3,319,18
-3.5974e-16,-5.875,0,16.2,3,320,18
-3.5974e-16,-5.875,0,32.4,3,321,18
-3.5974e-16,-5.875,0,48.6,3,322,18
-3.5974e-16,-5.875,0,64.8,3,323,18
-3.5974e-16,-5.875,0,81,3,324,18
